id,filename,slug,dup_size,title,desc,ctrl_line,winlose_line,lines,mechanic_tag,theme_tag,mech_guess,mech_confidence,mech_source,max_time,needed,nerf_count,finish_delay_ms,distinct_se,se_list,bgm_list,uses_melody,uses_tone,uses_feedback,fx_list,uses_sprite,uses_gradient,uses_best,uses_press_move,uses_touches,uses_input,how_to_play,text_literals,longest_literal,jp_in_literals,fake_hiscore,worldview,style_pack,has_scanlines,has_snap,has_timebar,has_coin,has_attract,score_total,score_breakdown,validation_errors,top_hints
14,014-neon-sweep.js,neon-sweep,1,ネオンスウィープ,光の帯がゾーンを通る瞬間を狙う爽快感,光の帯がターゲットゾーンにいる間にタップ,1回ヒット  失敗: 3回ミス or 18秒,153,,,timing_window,high,override,18,1,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP WHEN BEAM IS IN ZONE,15,24,true,false,金庫のセキュリティ。走査ビームがゾーンに重なった瞬間にロック解除。,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
15,015-magnet-escape.js,magnet-escape,1,磁石逃亡,引き寄せる力に逆らいながら脱出する緊張感,スワイプで4方向に移動,5秒間磁石に吸い込まれずに生き延びる  失敗: 磁石に触れる,170,,,dodge,high,override,5,,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE TO DODGE,17,16,true,false,,,true,true,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
16,016-mirror-swipe.js,mirror-swipe,1,鏡スワイプ,左右が逆転した世界で正しく動く認知の混乱,表示と反対方向にスワイプ（左矢印→右スワイプ）,1問正解  失敗: 3ミス or 18秒,144,,,swipe_direction,high,override,18,1,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE THE OPPOSITE WAY,23,22,true,false,左右反転した鏡の異次元。鏡像に惑わされず逆方向へスワイプする。,,true,true,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
17,017-countdown-stop.js,countdown-stop,2,カウントダウン止め,起爆カウンタが「01」になる刹那に赤線を断つ一発勝負,カウンタが 1 の瞬間にタップ,制限時間内に 4 本断つ  失敗: 時間切れ,249,timing_one_shot,custom,timing_one_shot,high,override,10,4,0,1600,5,se_coin se_failure se_milestone se_success se_tap,,true,false,true,flash,true,true,true,false,false,false,,61,15,true,false,爆弾処理班員が、起爆カウンタが01になる刹那に導線を断って解体する,80s NEON,true,false,false,true,true,95,25/20/15/15/15/5,0,
18,018-wire-trace.js,wire-trace,1,ワイヤートレース,震える手でケーブルをなぞる外科医の集中力,スワイプで上下左右に進み、ワイヤーのルートに沿って進む,終点まで到達  失敗: ワイヤーから外れる or 20秒,175,,,trace,high,override,20,,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE ALONG THE WIRE,19,20,true,false,爆弾の配線をたどる解体作業。回路を正しくなぞって起爆を止める。,,true,true,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
19,019-stack-tower.js,stack-tower,4,ブロック積み上げ,ズレるたびに細くなるブロックを積む職人の集中,タップで落下中のブロックを止める,1段積む  失敗: ブロックが完全にズレる or 30秒,166,,,stack,high,override,30,1,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO DROP THE BLOCK,17,21,true,false,高層ビルの建設現場。クレーンで鉄骨を吊り、ずれなく積み上げる。,,true,true,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
20,020-echo-tap.js,echo-tap,3,エコータップ,響いたリズムを完璧に返す音楽の快感,光ったリズムパターンをタップで再現,1パターン完璧に  失敗: 間違い or 25秒,183,,,memory_sequence,high,override,25,1,3,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,REPEAT THE LIGHT PATTERN,27,24,true,false,リズムマシン/ドラムパッド機材。光ったパッドの順をなぞる。,,true,false,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
21,021-coin-spin.js,coin-spin,2,コインスピン,倒れそうなコインが止まる瞬間を見極める賭け,コインが表を向いた瞬間にタップ,1回表で止める  失敗: 裏で止める3回 or 15秒,142,,,timing_one_shot,high,override,15,1,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP ON HEADS,17,16,true,false,,,true,true,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
22,022-drift-lane.js,drift-lane,1,ドリフトレーン,ドリフトしながらカーブを抜けるコントロールの快感,スワイプ左右で車線変更しながら障害物を避ける,5秒完走  失敗: 障害物に衝突,173,,,dodge,high,override,5,,2,1500,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE TO CHANGE LANES,15,21,true,false,,,true,true,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
23,023-freeze-frame.js,freeze-frame,3,フリーズフレーム,激しく動く的を「今だ！」の瞬間に止める写真家の目,タップでシャッターを切る（的が中央の枠に入った瞬間）,1枚完璧に撮影  失敗: 3枚ブレる or 18秒,162,,,timing_one_shot,high,override,18,1,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP WHEN IN FRAME,16,17,true,false,,,true,true,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
24,024-voltage-surge.js,voltage-surge,5,ボルテージサージ,電力過負荷寸前の綱渡り、上げすぎたら終わり,タップでパワーを追加、過負荷になる前に止める,許容範囲内で2秒キープ  失敗: 過負荷 or 電力不足 or 20秒,180,,,count_exact,high,override,20,,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO CHARGE / HOLD IN OK ZONE,18,31,true,false,原子炉制御室。プレイヤーは炉心出力を「安定ゾーン」に保つ運転員。,,true,true,true,true,true,64,20/10/15/9/5/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
25,025-orbit-catch.js,orbit-catch,7,軌道キャッチ,重力圏を周回する隕石を正確なタイミングで捕獲する,タップで発射口から捕獲ビームを出す,軌道上の隕石を1個捕獲  失敗: 3回ミス or 20秒,192,,,timing_one_shot,high,override,20,1,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP A METEOR TO CATCH,15,21,true,false,,,true,true,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
26,026-squeeze-time.js,squeeze-time,1,スクイーズタイム,ホールドで時間を遅くして絶妙なタイミングを作る,長押しで「スローモーション」、離すと通常速度に戻る,落下するボールをスロー中に的へ1回落とす  失敗: 3回外す or 20秒,156,,,hold_charge,high,override,20,1,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,HOLD = SLOW / RELEASE = NORMAL,16,30,true,false,,,true,true,true,true,true,62,13/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
27,027-tile-flip.js,tile-flip,8,タイルフリップ,裏返したタイルが全部同じ色になる瞬間の達成感,タップでタイルを反転（隣接タイルも連動）,全タイルを同じ色に揃える  失敗: 30秒,151,,,judge,high,override,30,,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO FLIP (NEIGHBORS TOO),14,27,true,false,古代の魔法パネル。ルーンを反転させて全石を同色に揃え封印を解く。,,true,false,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
28,028-chain-burst.js,chain-burst,1,チェーンバースト,連鎖爆発の気持ちよさ、最大コンボを狙え,タップで爆弾を起動、爆発が他の爆弾を誘爆する,1回のタップで1個以上の爆弾を連鎖爆発させる  失敗: 3回チャレンジ全敗,171,,,timing_one_shot,high,override,,1,2,1500,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP A BOMB TO IGNITE,23,20,true,false,,,true,true,false,true,true,70,20/10/15/5/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
29,029-pixel-paint.js,pixel-paint,7,ピクセルペイント,お題のシルエットを素早くなぞり塗る爽快感,スワイプで色を塗り広げる（上下左右に一マスずつ）,目標の30%以上を塗る  失敗: 20秒 or 間違いセル5個,165,,,trace,high,override,20,,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE TO PAINT THE SHAPE,18,24,true,false,ドット絵職人のキャンバス。お題のシルエットをなぞって描き上げる。,,true,true,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
30,030-ice-slide.js,ice-slide,7,氷上スライド,止まれない氷の上でゴールを目指す爽快なパズル,スワイプで方向指定（壁にぶつかるまで滑り続ける）,ゴールに到達  失敗: 穴に落ちる or 20秒,187,,,guide_path,high,override,20,,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE TO SLIDE TO GOAL,17,22,true,false,,,true,true,true,true,true,57,13/10/15/9/5/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
31,031-typebeat.js,typebeat,1,タイプビート,流れてくる音符を方向スワイプで叩く音楽の快感,音符の矢印方向にスワイプ（ヒットゾーンに来た瞬間に）,2個ヒット  失敗: 4回ミス or 20秒,165,,,rhythm,high,override,20,2,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE THE ARROW DIRECTION,17,25,true,false,,,true,true,true,true,true,67,13/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
32,032-quickdraw.js,quickdraw,2,クイックドロー,「今だ！」の瞬間に最速でタップする反射神経,「DRAW!」が出た瞬間にタップ（早すぎも失敗）,0.5秒以内に1回反応  失敗: 0.5秒超過 or 早打ち3回 or 20秒,143,,,reaction_duel,high,override,20,1,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,"TAP WHEN ""DRAW!"" APPEARS",30,24,true,false,,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
33,033-number-sort.js,number-sort,1,ナンバーソート,散らばった数字を素早く昇順でタップする頭の体操,数字を1→2→3…と順番にタップ,1〜3を全部正順でタップ  失敗: 間違えた瞬間 or 30秒,155,,,spot,high,override,30,,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP 1-2-3 IN ORDER,13,18,true,false,管制室のキーパッド。1→2→3 と順に押して認証する。,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
34,034-safe-crack.js,safe-crack,2,金庫破り,コチコチ回る回転式ダイヤルを耳で感じる緊張感,スワイプ右で時計回り、左で反時計回りに回す,1つの秘密の数字に合わせる  失敗: 30秒,185,,,rotate_gesture,high,override,30,,2,1500,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE TO TURN THE DIAL,18,22,true,false,銀行の大型金庫の扉。ダイヤルを合わせて閂(かんぬき)を外し開錠する。,,true,true,true,true,true,62,13/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
35,035-thermal-rise.js,thermal-rise,1,サーマルライズ,上昇気流に乗りながら高さを調整する気球操縦,タップで熱気を吹かす（高度が上がる）、離すと下がる,目標高度ゾーンを3秒キープ  失敗: 天井衝突・地面激突・20秒超過,148,,,camera_climb,high,override,20,,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO BURN / HOLD ALTITUDE,16,27,true,false,,,true,true,true,true,true,67,13/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
36,036-splat-zone.js,splat-zone,1,スプラットゾーン,落ちてくる的にタイミングよく飛びかかる爽快感,スワイプ上で飛び上がる、的が頭上を通過する瞬間にタップ,1匹撃墜  失敗: 3回外す or 15秒,174,,,timing_one_shot,high,override,15,1,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,"SWIPE UP TO JUMP, TAP TO HIT",15,28,true,false,,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
37,037-bridge-gaps.js,bridge-gaps,1,ブリッジギャップ,橋を伸ばして渡る、長さの感覚を磨く一発勝負,長押しで橋を伸ばし、離すと渡り始める（長すぎると落ちる）,1つの台に着地  失敗: 橋が短すぎor長すぎ or 30秒,167,,,hold_charge,high,override,30,1,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,"HOLD TO GROW, RELEASE TO DROP",32,29,true,false,,,true,true,true,true,true,67,13/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
38,038-laser-dodge.js,laser-dodge,4,レーザードッジ,チカッと光るレーザーを体で避ける緊張の一瞬,スワイプで位置を3列のうち一つに移動,5秒生存  失敗: レーザーに当たる,142,,,dodge,high,override,5,,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE TO DODGE LASERS,19,21,true,false,,,true,true,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
39,039-color-match.js,color-match,1,カラーマッチ,混色で目標カラーを作る色彩感覚ゲーム,上下スワイプで赤/青/緑の配合を変える、タップで決定,目標色との差異20%以内で1回マッチ  失敗: 3回外す or 25秒,160,,,gap_fit,high,override,25,1,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,"SWIPE TO MIX, TAP TO LOCK",21,25,true,false,絵の具調合ラボ。RGBを混ぜて目標色を再現する。,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
40,040-meteor-shield.js,meteor-shield,6,メテオシールド,四方から降るものを、来る向きへ盾を回して弾き返す,落ちてくる方向へスワイプして盾を向ける,10回 弾き返す  失敗: 3回 直撃 or 13秒,311,swipe_direction,farm,swipe_direction,high,override,13,10,0,1600,5,se_coin se_failure se_milestone se_success se_tap,,true,false,true,burst flash,true,true,true,false,false,false,,65,15,true,false,牧場の夜。孵化前の卵をねらって四方から舞い降りるカラスを、案山子の腕で払う,90s 16bit,true,false,false,true,true,95,25/20/15/15/15/5,0,
41,041-spin-wheel.js,spin-wheel,1,スピンホイール,回転するルーレットを狙った色で止める賭けの緊張感,タップで回転を止める（目標セクターに止まれば成功）,1回目標セクターに止める  失敗: 3回外す or 20秒,165,,,timing_one_shot,high,override,20,1,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO STOP ON TARGET,19,21,true,false,カジノのルーレット台。狙った色で止める賭け。,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
42,042-wave-ride.js,wave-ride,1,ウェーブライド,波に乗って障害物をくぐり抜ける波乗りの爽快感,タップで波の上に乗る/外れる（2ポジション切り替え）,5秒生存  失敗: 岩に当たる,156,,,dodge,high,override,5,,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO SWITCH CREST/TROUGH,14,26,true,false,大海原のサーフィン。波の山と谷を切り替えて岩を避ける。,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
43,043-pressure-test.js,pressure-test,1,プレッシャーテスト,連打を見せてから同じ回数ちょうど押す計数力,示された回数と同じ回数タップしてENTER（スワイプ上）,1回正確に一致  失敗: 3回ミス or 25秒,170,,,count_exact,high,override,25,1,3,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,"TAP THE COUNT, SWIPE UP TO ENTER",32,32,true,false,計測ラボの反応テスト装置。光った回数だけ正確に押す。,,true,true,true,true,true,69,20/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
44,044-spiral-run.js,spiral-run,1,スパイラルラン,らせん状に落下する玉を中心へ導く,タップで落下速度を一時的に遅くする,中心まで到達  失敗: 20秒,141,,,guide_path,high,override,20,,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO SLOW THE DESCENT,14,23,true,false,渦巻く時空のトンネルを中心のコアへ降下していく。,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
45,045-drop-zone.js,drop-zone,2,ドロップゾーン,落下するアイテムを正しい容器に振り分ける仕分け師の判断力,スワイプ左右で容器を選ぶ、タップで受け取り確定,1個正しく分類  失敗: 3回誤分類 or 20秒,152,,,judge,high,override,20,1,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,"SWIPE L/R, TAP TO SORT",17,22,true,false,仕分け工場のコンベア。●は左箱(A)、■は右箱(B)へ振り分ける。,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
46,046-charge-shot.js,charge-shot,1,チャージショット,溜めて放つ一撃の快感、過充電に注意,長押し（または連打）でチャージ、スワイプ上で発射,1回ベストゾーン(60-90%)でヒット  失敗: 過充電3回 or 15秒,165,,,hold_charge,high,override,15,1,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,"HOLD TO CHARGE, SWIPE UP TO FIRE",15,32,true,false,対空砲台。チャージを最適域で放ち、上空を横切る標的を撃つ。,,true,true,true,true,true,64,15/10/15/9/10/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
47,047-path-memory.js,path-memory,1,パスメモリー,光ったルートを記憶して同じ経路をスワイプで再現,表示されたスワイプシーケンスを再現する,1ラウンドクリア  失敗: 1ミスで即失敗 or 25秒,150,,,memory_sequence,high,override,25,1,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,REPEAT THE ROUTE BY SWIPING,34,27,true,false,神経回路のルート再現。光ったノードの順路を辿る。,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
48,048-tower-defense.js,tower-defense,3,タワーディフェンス,回る装甲の隙間から覗く核だけを撃ち抜く,露出した核をタップ（装甲を撃つと弾かれる）,10基 撃破  失敗: 3基 基地に到達 or 20秒,293,aim_shoot,space,aim_shoot,high,override,20,10,0,1600,5,se_coin se_failure se_milestone se_success se_tap,,true,false,true,burst flash,true,true,true,false,false,false,,46,15,true,false,宇宙基地の防衛砲。降下する機雷は装甲を回しており、核が覗く一瞬しか通らない,80s NEON,true,false,false,true,true,95,25/20/15/15/15/5,0,
