J-N6424-0032	沈んでいく砂の中から宝を掘り出し、飲み込まれる前に一番多く回収した人が勝ち	built
J-N6424-0033	大きなボールに入って体当たりし合い、最後まで台の上に残った人が勝ち	built
J-N6424-0034	移動する足場から爆弾を落とし、地上の的に一番多く命中させた人が勝ち	built
J-N6424-0035	丸太の上でバランスを取りながら体当たりし、相手を落とした最後の一人が勝ち	built
J-N6424-0036	坂道を滑り降りながら迫る障害物を避け、最後まで転ばず滑り切った人が勝ち	built
J-N6424-0037	レールの上を走るミニカーの速度を調整し、コースアウトせず一番早くゴールした人が勝ち	built
J-N6424-0038	お手本の動きだけを真似する指示ゲームで、合図がない時に動くと脱落	built
J-N6424-0039	クレーンで物を落とす側と、それを避けながら下で受け止める側に分かれて勝敗を競う
J-N6424-0040	回る縄を跳び続け、引っかかった人から脱落して最後まで残った人が勝ち
J-N6424-0041	足場が次々消えていく塔を登り、最後まで落ちずに残った人が勝ち
J-N6424-0042	ぜんまい仕掛けの走者を操って一定距離を走らせ、タイムを競う
J-N6424-0043	そりで氷の坂を滑り降り、障害物を避けながら一番速くゴールした人が勝ち
J-N6424-0044	レール上の手押し車のハンドルを交互に押して加速し、障害物を避けて一番先にゴールした人が勝ち
J-N6424-0045	相手の風船を割り合い、自分の風船を最後まで残した人が勝ち
J-N6424-0046	伸び縮みする顔を引っ張ってお手本の形を作り、一番近づけた人が勝ち
J-N6424-0047	指定された図形をなぞって切り取り、一番形に近く切れた人が勝ち
J-N6424-0048	時限式の爆弾を仲間内で順番に受け渡し、爆発した瞬間に持っていた人が負け
J-N6424-0049	転がってくる玉を避け続け、最後まで当たらなかった側が勝ち	built
J-N6424-0050	綱を引き合って袋を奪い合い、自分の陣地に多く引き寄せた人が勝ち
J-N6424-0051	綱を引き合い、相手を自分の陣地側に引きずり込んだ側が勝ち
J-N6434-0001	注文通りの具材を生地に乗せ、時間内に完成させた枚数を競う
J-N6434-0002	割れていく氷の上を進み、落ちずに向こう岸までたどり着いた人が勝ち
J-N6434-0003	積み上がるブロックを揃えて消し、相手より長く盤面を保った人が勝ち
J-N6434-0004	土管のパーツを回転させて道をつなげ、早くゴールまで通した人が勝ち
J-N6434-0005	雪玉を転がして大きくし、時間内に一番大きくできた人が勝ち
J-N6434-0006	球を打って目標に一番近づけた人が勝ち
J-N6434-0007	巨大な相手と綱引きをし、先に引きずり込んだ側が勝ち
J-N6434-0008	泳ぐ魚を追いかけて捕まえ、一番多く捕まえた人が勝ち
J-N6434-0009	水に浮かぶ丸太の上を走ってバランスを取り、落ちずに残った人が勝ち	built
J-N6434-0010	トランポリンで高く跳んで上にある的を突き、一番多く割った人が勝ち	built
J-N6434-0011	玉を投げつけて相手を浮き台から水中へ落とし、最後まで残った人が勝ち
J-N6434-0012	カードを引き合い、一番高い数字を出した人が勝ち
J-N6434-0013	つるを飛び移って渓谷を渡り、一番早く対岸に着いた人が勝ち
J-N6434-0014	飛んでくる球をタイミングよく打ち返し、得点を多く稼いだ人が勝ち
J-N6434-0015	嵐の中で雷を避けながら落ちている品を集め、一番多く集めた人が勝ち
J-N6434-0016	傾ける板の上で玉を転がし、決められた道をたどってゴールまで導いた人が勝ち
J-N6434-0017	渦を巻く水面の上を浮き輪で進み、流されずに早くゴールへ着いた人が勝ち
J-N6434-0018	決められた掛け声のタイミングでポーズを決め、成功した回数を競う
J-N6434-0019	鍵をタイミングよく操作し、締め出されずに先に部屋へ入った人が勝ち
J-N6434-0020	凍った吊り橋を風に煽られながら渡り、落ちずに先へ進んだ人が勝ち	built
J-N6434-0021	傾いた塔をよじ登り、落ちてくる物を避けながら一番早く頂上に着いた人が勝ち
J-N6434-0022	揺れるレールの上でカートのバランスを取りながら加速し、一番早くゴールした人が勝ち
J-N6434-0023	並んだ品物の位置を覚え、隠された後に同じ順番を当てた人が勝ち
J-N6434-0024	シャッターが切れる瞬間に指示されたポーズを決め、成功した回数を競う
J-N6434-0025	シャッフルされた3つの扉のうち、当たりが入っている扉を当てる
J-N6434-0026	傘を使って落下速度を調整し、着地の的の中心に近いほど高得点
J-N6434-0027	レバーを押して乗り物を加速させ、一番早くゴールした人が勝ち
J-N6434-0028	障害物を越えながらバトンをつなぎ、一番早くゴールしたチームが勝ち
J-N6434-0029	落ちてくる重い岩のタイミングを見ながら綱を引き合い、先に引き寄せた人が勝ち
J-N6434-0030	川を筏で下りながら障害物を避け、一番早くゴールした人が勝ち
J-N6434-0031	時計の針のように動く足場を見極めて飛び移り、落ちずに残った人が勝ち
J-N6434-0032	地面を掘り進む乗り物を操作し、障害物を避けて一番早くゴールした人が勝ち
J-N6434-0033	出てきた合図を見た瞬間に叩き、一番早く反応できた人が勝ち
J-N6434-0034	回転する絵柄をタイミングよく止め、そろえられた人が勝ち
J-N6434-0035	木の実を投げて動く的に当て、一番多く命中させた人が勝ち
J-N6434-0036	動くスポットライトの中を泳ぎ続け、外に出ずについていけた人が勝ち
J-N6434-0037	回転する歯車の足場の上でバランスを保ち、最後まで落ちなかった人が勝ち
J-N6434-0038	見張りに見つからないよう物陰に隠れながら進み、先にゴールへたどり着いた人が勝ち
J-N6434-0039	大砲を撃って相手の弱点に命中させ、先に一定回数当てた人が勝ち
J-N6434-0040	ランニングマシンの上で走りながら飛んでくる障害物を避け、一番長く走り続けた人が勝ち
J-N6434-0041	サイコロの出た数だけ進む不気味な通路を進み、罠を避けながら先にゴールした人が勝ち
J-N6434-0042	落ちてくる卵をかごで受け止め、一番多くキャッチした人が勝ち
J-N6434-0043	ねじを回して部品を早く組み立て、一番先に完成させた人が勝ち
J-N6434-0044	観客から飛んでくる物を避け続け、最後まで当たらなかった人が勝ち
J-N6434-0045	おもちゃの銃で的を狙い撃ちし、一番多く命中させた人が勝ち
J-N6434-0046	決められた動作を最後まで正しく続け、間違えなかった人が勝ち残る
J-N6434-0047	まばたきを我慢して相手を見つめ続け、最後まで我慢できた人が勝ち
J-N6434-0048	相手を土俵の外へ押し出し、最後まで残った人が勝ち
J-N6434-0049	星を撃ち合って相手の持ち点を奪い合い、最後に一番多く持っていた人が勝ち
J-N6434-0050	波に揺られる生き物の背に乗ってタイミングよく跳ね、落ちずにゴールした人が勝ち
J-N6434-0051	危険な生き物のいる海の上をロープで飛び移り、落ちずに対岸まで渡った人が勝ち
J-N6434-0052	ロープにぶら下がって振り子のように動き、通り過ぎる品を一番多く取った人が勝ち
J-N6434-0053	水たまりの間を舟で漕ぎ進み、障害物を避けて一番早くゴールした人が勝ち
J-N6434-0054	割れていく氷の上を進み、落ちずに向こう岸までたどり着いた人が勝ち
J-N6434-0055	釣り糸を垂らして魚を釣り上げ、一番多く釣った人が勝ち
J-N6434-0056	光る順番にマスを踏んでいき、間違えたマスを踏むと脱落
J-N6434-0057	鎖につながれた生き物を操って相手を捕まえ、先に捕まえた人が勝ち
J-N6434-0058	宙に浮かぶレールをカートで進みながら品を集め、一番多く集めた人が勝ち
J-N6434-0059	回るルーレットの出目を予想して賭け、当たった人がコインを獲得
J-N6434-0060	数字を止めて狙った合計に近づけた人が勝ち
J-N6434-0061	並んだ箱の中から当たりの箱を選んで当てた人が勝ち
J-N6434-0062	見た目でわからないお菓子を選び、良い中身を引いた人が勝ち
J-GC4-0001	水中に浮かぶ輪を潜り抜けながら進み、一番多くくぐった人が勝ち
J-GC4-0002	地面の粘液を踏んで弾み、一番高い場所の品を取れた人が勝ち
J-GC4-0003	開閉する本のページに挟まれないよう通り抜け、先にゴールした人が勝ち
J-GC4-0004	お手本の図形を制限時間内になぞり、一番正確に描けた人が勝ち
J-GC4-0005	短い課題が連続で切り替わるミニゲームを次々こなし、脱落せず勝ち残った人が勝ち
J-GC4-0006	転がってくる巨大な玉から逃げ切り、最後まで捕まらなかった人が勝ち
J-GC4-0007	床のパネルを踏んで自分の色に変え、一番多く陣地を取った人が勝ち
J-GC4-0008	落下傘で降下しながら目標地点に近づくよう操作し、着地点が一番近い人が勝ち
J-GC4-0009	合図が出た瞬間に一番早くボタンを押した人が勝ち
J-GC4-0010	ボールを的に投げ、一番多く命中させた人が勝ち
J-GC4-0011	ゴール直前までスプリントし、写真判定で一番早く着いた人が勝ち
J-GC4-0012	雪玉を投げ合い、当たらずに最後まで残った人が勝ち
J-GC4-0013	爆弾で壁を壊しながら進み、一番早く道を切り開いた人が勝ち
J-GC4-0014	逃げ回る的をクレーンの爪で捕まえ、一番多く捕まえた人が勝ち
J-GC4-0015	地面に出てくる的をタイミングよく踏みつけ、一番多く踏めた人が勝ち
J-GC4-0016	風に煽られないよう飛び続け、火を消されずに一番長く飛べた人が勝ち
J-GC4-0017	体を揺すって波を起こし、相手を浮き板から落とした人が勝ち
J-GC4-0018	隠れながら爆弾が爆発するまでの時間をやり過ごし、爆発した時に持っていなかった人が勝ち
J-GC4-0019	木を揺すって相手を落とし、最後まで枝に残った人が勝ち
J-GC4-0020	跳ねる魚をタイミングよくキャッチし、一番多く集めた人が勝ち
J-GC4-0021	迫り上がる水位や障害物を飛び越え、最後まで耐えた人が勝ち
J-GC4-0022	ベルトコンベアの上を流れるコインを取り合い、一番多く集めた人が勝ち
J-GC4-0023	シュートを打ち合い、多くゴールを決めた人が勝ち
J-GC4-0024	クレーンで足場のブロックを動かし、相手を落とすか先に沈められた人が負け
J-GC4-0025	膨らんだ相手を叩いて先にしぼませた人が勝ち
J-GC4-0026	爆弾をボール代わりに蹴り合い、爆発した瞬間に持っていた人が負け
J-GC4-0027	指示された通りに左右のオールを漕ぎ分け、障害物にぶつからず先にゴールした人が勝ち
J-GC4-0028	崖をよじ登りながら落ちてくる岩を避け、一番早く頂上に着いた人が勝ち
J-GC4-0029	チームで手がかりを頼りに道を選び、一番早く宝にたどり着いたチームが勝ち
J-GC4-0030	二人一組で空中の乗り物を操作しながら浮かぶ品を集め、一番多く集めたチームが勝ち
J-GC4-0031	注文通りの品を選んで届け、一番早く正確にこなした人が勝ち
J-GC4-0032	二人一組で地下迷路を進み、一番早くゴールにたどり着いたチームが勝ち
J-GC4-0033	浜辺でボールを打ち合い、相手コートに落として得点を重ねたチームが勝ち
J-GC4-0034	泳いでくる魚を網ですくい、一番多く捕まえた人が勝ち
J-GC4-0035	ダーツを的に投げ、一番高い得点を出した人が勝ち
J-GC4-0036	落ちてくる巨大な果物を避け続け、最後まで当たらなかった人が勝ち
J-GC4-0037	落ちてくる巨大な風船を避け続け、最後まで当たらなかった人が勝ち
J-GC4-0038	鎖につながれた生き物を振り回して的に噛みつかせ、一番多く当てた人が勝ち
J-GC4-0039	分かれ道の足場から安全な道を選んで進み、落とし穴を避けて残った人が勝ち
J-GC4-0040	警告された爆発範囲の外へ素早く逃げ、爆風を受けなかった人が勝ち
J-GC4-0041	飛び回る蝶を網で追いかけて捕まえ、一番多く捕まえた人が勝ち
J-GC4-0042	転がってくる樽を避けながら足場を登り、一番早く頂上に着いた人が勝ち
J-GC4-0043	荷車を押して坂道を走り下り、一番早くゴールした人が勝ち
J-GC4-0044	複数の穴から顔を出す相手をタイミングよく叩き、一番多く当てた人が勝ち
J-GC4-0045	症状に合った効果のものを選び、正しく選べた人が勝ち
J-GC4-0046	いくつかの扉から安全な扉を選んで進み、罠のある扉を選ばなかった人が勝ち
J-GC4-0047	通りを渡る爆弾を安全に誘導し、事故なく渡らせた数を競う
J-GC4-0048	表示された模様に合わせてチップをひっくり返し、一番早く完成させた人が勝ち
J-GC4-0049	裏返った札をめくって同じ模様をそろえ、多くそろえた人が勝ち
J-GC4-0050	手がかりを頼りに埋まった品の場所を予想して掘り、一番多く当てた人が勝ち
J-GC4-0051	相手を土俵の外へ押し出し合い、先に外へ出した人が勝ち
J-GC4-0052	光る順番にパネルを踏んでいき、間違えると脱落
J-GC4-0053	踏むと作動する罠を避けながら慎重に進み、先にゴールした人が勝ち
J-GC4-0054	息を止めていられる時間を競い、一番長く我慢できた人が勝ち
J-GC4-0055	上下する足場の上で障害物を避けながら耐え、最後まで落ちなかった人が勝ち
J-GC4-0056	引きの強い魚を糸のテンションを保ちながら釣り上げ、一番多く釣った人が勝ち
J-GC4-0057	パズルのピースを組み合わせ、一番早く完成させた人が勝ち
J-3DSDSDSTOP10-0001	指でなぞって汚れを一定時間内にどれだけ多く拭き取れたかを競う
J-3DSDSDSTOP10-0002	タッチで種をまいて水をやり、時間内に一番多く育てた人が勝ち
J-3DSDSDSTOP10-0003	回転する台の上で欲しい実だけをタイミングよく取り、多く集めた人が勝ち
J-3DSDSDSTOP10-0004	重りをつないだ物を引っ張って進み、一番早くゴールに着いた人が勝ち
J-3DSDSDSTOP10-0005	隠れている的が一瞬だけ顔を出す瞬間を狙って押し、多く当てた人が勝ち
J-3DSDSDSTOP10-0006	隠れたがる的をタイミングよく撮影し、一番多く写せた人が勝ち
J-3DSDSDSTOP10-0007	揺れる一本橋の上でリズムに合わせて体を動かし、最後まで落ちなかった人が勝ち
J-3DSDSDSTOP10-0008	倒れてくる巨大な塔を避け続け、最後まで当たらなかった人が勝ち
J-3DSDSDSTOP10-0009	ひねる操作で進路を選びながら迷路を進み、一番早くゴールした人が勝ち
J-3DSDSDSTOP10-0010	回転する散水機の水を避けながら足場を登り、一番早く頂上に着いた人が勝ち
J-3DSDSDSTOP10-0011	ボタンを交互に連打して走り、一番早くゴールした人が勝ち
J-3DSDSDSTOP10-0012	お手本の線を制限時間内になぞり、一番正確になぞれた人が勝ち
J-3DSDSDSTOP10-0013	ボールをゴールに向かって蹴り、一番多く決めた人が勝ち
J-3DSDSDSTOP10-0014	追いかけっこで鬼に捕まらないように逃げ回り、最後まで逃げ切った人が勝ち
J-3DSDSDSTOP10-0015	大きな風船の上で息を合わせて跳ね、一番高く跳べた人が勝ち
J-3DSDSDSTOP10-0016	障害物を避けながら長距離を走り、一番早くゴールした人が勝ち
J-3DSDSDSTOP10-0017	傾けて筒状のコースを進みながら品を集め、一番多く集めた人が勝ち
J-3DSDSDSTOP10-0018	転がってくる樽を避けながら進み、最後まで当たらなかった人が勝ち
J-3DSDSDSTOP10-0019	合図と同時に飛び出し、早すぎても遅すぎてもだめな反応の速さを競う
J-3DSDSDSTOP10-0020	フリッパーで玉を弾いて的に当て、一番高い得点を出した人が勝ち
J-3DSDSDSTOP10-0021	転がる玉をコースに沿って導き、一番早くゴールまで運んだ人が勝ち
J-3DSDSDSTOP10-0022	滑走して、一番早くゴールした人が勝ち
J-3DSDSDSTOP10-0023	群がる虫を避けながら作業を続け、刺されずに最後までこなせた人が勝ち
J-3DSDSDSTOP10-0024	積み重なった足場をよじ登り、一番早く頂上に着いた人が勝ち
J-3DSDSDSTOP10-0025	トランポリンで高く跳んで上にある品を取り、一番多く集めた人が勝ち
J-3DSDSDSTOP10-0026	傾ける操作で玉を落とさないようバランスを取り、一番長く続けられた人が勝ち
J-3DSDSDSTOP10-0027	海の生き物が吹き出す水を避けながら泳ぎ、最後まで当たらなかった人が勝ち
J-3DSDSDSTOP10-0028	浮遊する乗り物を操縦して品を集め、障害物を避けながら一番多く集めた人が勝ち
J-3DSDSDSTOP10-0029	ボールを狙った的の中心に当て、高得点を出した人が勝ち
J-3DSDSDSTOP10-0030	熟した実だけを見分けて素早くもぎ取り、一番多く集めた人が勝ち
J-3DSDSDSTOP10-0031	二人で協力して傾く板の上の玉を落とさないよう操作し、耐えた時間を競う
J-3DSDSDSTOP10-0032	回転する絵柄をタイミングよく止めてそろえ、そろえられた人が勝ち
J-3DSDSDSTOP10-0033	跳ねる魚をタイミングよく捕まえ、一番多く捕まえた人が勝ち
J-3DSDSDSTOP10-0034	落ちてくるブロックを操作して相手を埋め、埋められなかった人が勝ち
J-Switch-0001	逃げ回る的を追いかけてタッチし、一番多く成功させた人が勝ち
J-Switch-0002	熱い床の上で相手を押し出し合い、最後まで落ちずに残った人が勝ち
J-Switch-0003	三輪の乗り物をこいでコースを走り、一番早くゴールした人が勝ち
J-Switch-0004	木の実を割って集め、時間内に一番多く集めた人が勝ち
J-Switch-0005	引きの強い魚を糸のテンションを保ちながら釣り上げ、一番多く釣った人が勝ち
J-Switch-0006	決められた物を素早く磨き上げ、時間内に一番多く仕上げた人が勝ち
J-Switch-0007	音楽に合わせて体を動かし、リズムに正しく合わせられた人が勝ち
J-Switch-0008	一瞬見せられた品物の並びを覚え、消えた1つを当てた人が勝ち
J-Switch-0009	掛け声に合わせて身振りを正しいタイミングで真似し、間違えた人から脱落
J-Switch-0010	乗り物をぶつけ合って相手を場外に弾き出し、最後まで残った人が勝ち
J-Switch-0011	ぶつかり合って相手を台の外へ弾き出し、最後まで残った人が勝ち
J-Switch-0012	大きな玉を転がして相手を弾き飛ばし、最後まで残った人が勝ち
J-Switch-0013	探知機を使って地面に埋まった品を探し当て、一番多く見つけた人が勝ち
J-Switch-0014	眠っている生き物を起こさないよう少しずつ近づき、目覚めさせなかった人が勝ち
J-Switch-0015	地面を掘って価値の高い品を探し当て、一番多く集めた人が勝ち
J-Switch-0016	トロッコに乗って障害物を避けながら進み、ぶつからず一番早くゴールした人が勝ち
J-Switch-0017	トロッコに乗って障害物を避けながら進み、ぶつからず一番早くゴールした人が勝ち
J-Switch-0018	ずらりと並んだ品の中から正しいものを素早く見つけて選んだ人が勝ち
J-Switch-0019	氷の足場の上で相手を押し出し合い、最後まで残った人が勝ち
J-Switch-0020	鎖にぶら下がって勢いをつけて飛び、一番遠くまで進んだ人が勝ち
J-Switch-0021	並んだ風船を順番に刺していき、外れを引かなかった人が勝ち
J-Switch-0022	的を狙って命中させ、相手を水に落とせた回数を競う
J-Switch-0023	クイズに正しく答えられないと足場が落ち、最後まで正解し続けた人が勝ち
J-Switch-0024	パイを相手や的に投げつけ、一番多く命中させた人が勝ち
J-Switch-0025	お手本と同じ表情やポーズを素早く作り、一番近く再現できた人が勝ち
J-Switch-0026	指定された品を探して素早く持ち帰り、一番多く正解した人が勝ち
J-Switch-0027	ピースを並べ替えて絵を完成させ、一番早く仕上げた人が勝ち
J-Switch-0028	杭を打って自分の陣地を広げ、一番多く陣地を取った人が勝ち
J-Switch-0029	決められた場所に正確に水や種をまき、正確さを競う
J-Switch-0030	お手本通りの形に素早く切りそろえ、一番正確に仕上げた人が勝ち
J-Switch-0031	横方向に進みながら障害物を避け、一番早くゴールした人が勝ち
J-Switch-0032	荷物を引っ張って一定の道を進み、一番早くゴールした人が勝ち
J-Switch-0033	押し寄せる波に飲まれないよう踏ん張り、最後まで足場に残った人が勝ち
J-Switch-0034	迫ってくる相手をかわしながら走り抜け、一番早くゴールラインに達した人が勝ち
J-Switch-0035	そりに乗って相手とぶつかり合いながら滑り降り、一番早くゴールした人が勝ち
J-Switch-0036	カーブを大きく外れないよう操作し、一番早くゴールした人が勝ち
J-Switch-0037	お手本の模様に合わせて素早く色を塗り、一番近い仕上がりの人が勝ち
J-Switch-0038	荒れたコースで相手とぶつかりながら走り、一番早くゴールした人が勝ち
J-Switch-0039	ぜんまい仕掛けの人形を操って相手を台の外へ押し出し、最後まで残った人が勝ち
J-Switch-0040	水に浮かぶ爆弾をすばやくつかみ取り、一番多く集めた人が勝ち
J-Switch-0041	宝を素早く奪って逃げ切り、一番多く持ち帰れた人が勝ち
J-Switch-0042	リズムに合わせて正しいタイミングで救助動作を行い、成功した回数を競う
J-Switch-0043	穴から顔を出す相手をタイミングよく叩き、一番多く当てた人が勝ち
J-Switch-0044	次々現れる的を素早くスタンプで押し、一番多く正確に押せた人が勝ち
J-Switch-0045	物陰から様子をうかがいつつ相手を押し出し、見つからずに多く成功させた人が勝ち
J-Switch-0046	具材を正しい順番で素早く鍋に入れ、一番早く完成させた人が勝ち
J-Switch-0047	雪をかき出して道を作り、一番早く仕上げた人が勝ち
J-Switch-0048	樽の中に入って坂を転がり降り、障害物を避けて一番早くゴールした人が勝ち
J-Switch-0049	とげのある障害を避けながら塔をよじ登り、一番早く頂上に着いた人が勝ち
J-Switch-0050	降ってくるものから良い物だけを選んで集め、一番多く集めた人が勝ち
J-Switch-0051	壁に跳ね返しながらボールをゴールへ入れ、一番多く決めた人が勝ち
J-Switch-0052	土管の中を進みながら宝を集め、一番多く回収した人が勝ち
J-Switch-0053	ロボットをぶつけ合って相手を台の外へ弾き出し、最後まで残った人が勝ち
